order_id,customer_id,order_date,order_amount,payment_id,payment_date,payment_amount,payment_method,payment_status,payment_count,settlement_id,settlement_date,settlement_amount,fee,adjustment,settlement_status,settlement_count,scenario
ORD000330,CUST0223,2026-08-09,2499,PAY000330,2026-08-10,2499.0,Card,Success,1,SET000330,2026-08-11,2449.02,49.98,0.0,Settled,1,normal
ORD000331,CUST0214,2026-08-15,232,PAY000331,2026-08-16,232.0,Netbanking,Success,1,SET000331,2026-08-17,228.52,3.48,0.0,Settled,1,normal
ORD000332,CUST0287,2026-08-26,14381,PAY000332,2026-08-27,14381.0,UPI,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000333,CUST0249,2026-08-27,299,PAY000333,2026-08-27,299.0,Card,Success,1,SET000333,2026-08-28,293.02,5.98,0.0,Settled,1,normal
ORD000334,CUST0081,2026-08-23,3999,PAY000334,2026-08-24,3999.0,Netbanking,Success,1,SET000334,2026-08-25,3939.02,59.98,0.0,Settled,2,duplicate_settlement
ORD000335,CUST0239,2026-08-17,799,PAY000335,2026-08-17,799.0,Netbanking,Success,1,SET000335,2026-08-18,787.02,11.98,0.0,Settled,2,duplicate_settlement
ORD000336,CUST0181,2026-08-22,1744,PAY000336,2026-08-22,1744.0,Wallet,Success,1,SET000336,2026-08-23,1712.61,31.39,0.0,Settled,1,normal
ORD000337,CUST0089,2026-08-07,1999,PAY000337,2026-08-07,1736.9,Wallet,Success,1,SET000337,2026-08-08,1705.64,31.26,0.0,Settled,1,payment_amount_mismatch
ORD000338,CUST0026,2026-08-01,1499,PAY000338,2026-08-02,1499.0,UPI,Success,1,SET000338,2026-08-03,966.01,14.99,0.0,Settled,1,settlement_amount_mismatch
ORD000339,CUST0056,2026-08-15,999,PAY000339,2026-08-15,999.0,Netbanking,Success,1,SET000339,2026-08-16,984.02,14.98,0.0,Settled,1,normal
ORD000340,CUST0172,2026-08-29,3968,PAY000340,2026-08-30,3968.0,Card,Success,1,SET000340,2026-08-31,3888.64,79.36,0.0,Settled,1,normal
ORD000341,CUST0047,2026-08-07,9675,PAY000341,2026-08-08,9675.0,Netbanking,Success,1,SET000341,2026-08-09,9529.88,145.12,0.0,Settled,1,normal
ORD000342,CUST0080,2026-08-13,8804,PAY000342,2026-08-14,8804.0,Wallet,Success,1,SET000342,2026-08-15,7492.53,158.47,0.0,Settled,1,settlement_amount_mismatch
ORD000343,CUST0105,2026-08-20,495,PAY000343,2026-08-21,495.0,Netbanking,Success,1,SET000343,2026-08-22,487.58,7.42,0.0,Settled,1,normal
ORD000344,CUST0077,2026-08-26,6010,PAY000344,2026-08-27,6010.0,Card,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000345,CUST0106,2026-08-25,2999,PAY000345,2026-08-26,2999.0,UPI,Success,1,SET000345,2026-08-27,2969.01,29.99,0.0,Settled,2,duplicate_settlement
ORD000346,CUST0095,2026-08-20,6966,PAY000346,2026-08-21,6966.0,Netbanking,Success,1,SET000346,2026-08-22,6861.51,104.49,0.0,Settled,1,normal
ORD000347,CUST0271,2026-08-14,3185,PAY000347,2026-08-15,2677.05,Wallet,Success,1,SET000347,2026-08-16,2628.86,48.19,0.0,Settled,1,payment_amount_mismatch
ORD000348,CUST0251,2026-08-24,299,PAY000348,2026-08-24,299.0,Netbanking,Success,2,SET000348,2026-08-25,294.52,4.48,0.0,Settled,1,duplicate_payment
ORD000349,CUST0083,2026-08-28,8266,PAY000349,2026-08-29,8266.0,Netbanking,Success,1,SET000349,2026-08-30,8142.01,123.99,0.0,Settled,1,normal
ORD000350,CUST0217,2026-08-23,5719,PAY000350,2026-08-24,5719.0,Netbanking,Success,1,SET000350,2026-08-25,5633.22,85.78,0.0,Settled,1,normal
ORD000351,CUST0034,2026-08-27,2499,PAY000351,2026-08-28,2499.0,UPI,Success,1,SET000351,2026-08-29,2474.01,24.99,0.0,Settled,1,processing_fee
ORD000352,CUST0239,2026-08-16,5999,PAY000352,2026-08-16,5999.0,UPI,Success,1,SET000352,2026-08-17,5939.01,59.99,0.0,Settled,1,normal
ORD000353,CUST0202,2026-08-01,5999,PAY000353,2026-08-01,5999.0,Netbanking,Success,1,SET000353,2026-08-02,5909.02,89.98,0.0,Settled,1,normal
ORD000354,CUST0036,2026-08-19,5202,PAY000354,2026-08-19,5202.0,UPI,Success,1,SET000354,2026-08-20,5149.98,52.02,0.0,Settled,1,normal
ORD000355,CUST0137,2026-08-07,9999,PAY000355,2026-08-08,9999.0,Card,Success,1,SET000355,2026-08-09,8839.02,199.98,0.0,Settled,1,settlement_amount_mismatch
ORD000356,CUST0216,2026-08-30,1499,PAY000356,2026-08-31,1499.0,Card,Success,1,SET000356,2026-09-01,1469.02,29.98,0.0,Settled,1,normal
ORD000357,CUST0037,2026-08-03,5999,PAY000357,2026-08-04,5999.0,UPI,Success,1,SET000357,2026-08-05,5939.01,59.99,0.0,Settled,1,normal
ORD000358,CUST0182,2026-08-03,14854,PAY000358,2026-08-04,14854.0,Netbanking,Success,1,SET000358,2026-08-05,14631.19,222.81,0.0,Settled,1,normal
ORD000359,CUST0119,2026-08-11,7499,PAY000359,2026-08-12,7499.0,Wallet,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000360,CUST0070,2026-08-05,999,PAY000360,2026-08-05,999.0,Card,Success,1,SET000360,2026-08-06,979.02,19.98,0.0,Settled,2,duplicate_settlement
ORD000361,CUST0225,2026-08-25,3999,PAY000361,2026-08-26,3999.0,UPI,Success,1,SET000361,2026-08-27,3959.01,39.99,0.0,Settled,1,processing_fee
ORD000362,CUST0201,2026-08-31,2999,PAY000362,2026-09-01,2999.0,Card,Success,1,SET000362,2026-09-02,2939.02,59.98,0.0,Settled,1,processing_fee
ORD000363,CUST0268,2026-08-03,1499,PAY000363,2026-08-03,1499.0,Netbanking,Success,2,SET000363,2026-08-04,1476.52,22.48,0.0,Settled,1,duplicate_payment
ORD000364,CUST0283,2026-08-21,9999,PAY000364,2026-08-21,9999.0,Netbanking,Success,1,SET000364,2026-08-22,9849.02,149.98,0.0,Settled,1,normal
ORD000365,CUST0263,2026-08-31,3999,PAY000365,2026-09-01,3999.0,UPI,Success,1,SET000365,2026-09-02,3959.01,39.99,0.0,Settled,1,normal
ORD000366,CUST0292,2026-08-21,1499,PAY000366,2026-08-21,1499.0,Netbanking,Success,1,SET000366,2026-08-22,1476.52,22.48,0.0,Settled,1,normal
ORD000367,CUST0288,2026-08-31,2999,PAY000367,2026-09-01,2674.22,Card,Success,1,SET000367,2026-09-02,2620.74,53.48,0.0,Settled,1,payment_amount_mismatch
ORD000368,CUST0205,2026-08-27,11738,PAY000368,2026-08-28,11738.0,Wallet,Success,1,SET000368,2026-08-29,11526.72,211.28,0.0,Settled,1,normal
ORD000369,CUST0003,2026-08-05,13544,PAY000369,2026-08-06,13544.0,UPI,Success,1,SET000369,2026-08-07,13408.56,135.44,0.0,Settled,1,normal
ORD000370,CUST0280,2026-08-16,5999,PAY000370,2026-08-17,5999.0,Wallet,Success,1,SET000370,2026-08-18,5891.02,107.98,0.0,Settled,1,normal
ORD000371,CUST0153,2026-08-16,9999,PAY000371,2026-08-16,9999.0,Wallet,Success,1,SET000371,2026-08-17,9819.02,179.98,0.0,Settled,1,normal
ORD000372,CUST0255,2026-08-22,824,PAY000372,2026-08-22,824.0,Card,Success,1,SET000372,2026-08-23,807.52,16.48,0.0,Settled,1,normal
ORD000373,CUST0119,2026-08-21,299,PAY000373,2026-08-21,299.0,Wallet,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000374,CUST0102,2026-08-21,8675,PAY000374,2026-08-21,8675.0,Wallet,Success,1,SET000374,2026-08-22,6732.85,156.15,0.0,Settled,1,settlement_amount_mismatch
ORD000375,CUST0008,2026-08-16,499,PAY000375,2026-08-17,499.0,Netbanking,Success,1,SET000375,2026-08-18,491.52,7.48,0.0,Settled,1,normal
ORD000376,CUST0300,2026-08-20,12935,PAY000376,2026-08-21,12935.0,Card,Success,1,SET000376,2026-08-22,12676.3,258.7,0.0,Settled,1,normal
ORD000377,CUST0139,2026-08-14,1499,PAY000377,2026-08-15,1499.0,Card,Success,1,SET000377,2026-08-16,1469.02,29.98,0.0,Settled,1,normal
ORD000378,CUST0179,2026-08-18,9999,PAY000378,2026-08-18,9999.0,Card,Success,1,SET000378,2026-08-19,9799.02,199.98,0.0,Settled,1,normal
ORD000379,CUST0295,2026-08-07,299,PAY000379,2026-08-07,299.0,UPI,Success,1,SET000379,2026-08-08,193.01,2.99,0.0,Settled,1,unexplained_discrepancy
ORD000380,CUST0211,2026-08-03,4999,PAY000380,2026-08-04,4999.0,Netbanking,Success,1,SET000380,2026-08-05,4924.02,74.98,0.0,Settled,1,normal
ORD000381,CUST0285,2026-08-03,7487,PAY000381,2026-08-04,7487.0,Netbanking,Success,1,SET000381,2026-08-05,7374.7,112.3,0.0,Settled,1,normal
ORD000382,CUST0168,2026-08-25,999,PAY000382,2026-08-25,999.0,Card,Success,2,SET000382,2026-08-26,979.02,19.98,0.0,Settled,1,duplicate_payment
ORD000383,CUST0287,2026-08-01,2392,PAY000383,2026-08-02,2392.0,UPI,Success,1,SET000383,2026-08-03,2368.08,23.92,0.0,Settled,1,normal
ORD000384,CUST0214,2026-08-29,13240,PAY000384,2026-08-29,11798.44,Netbanking,Success,1,SET000384,2026-08-30,11621.46,176.98,0.0,Settled,1,payment_amount_mismatch
ORD000385,CUST0287,2026-08-30,1999,PAY000385,2026-08-30,1999.0,Wallet,Success,1,SET000385,2026-08-31,1963.02,35.98,0.0,Settled,1,normal
ORD000386,CUST0276,2026-08-09,9025,PAY000386,2026-08-09,9025.0,Card,Success,1,SET000386,2026-08-10,8844.5,180.5,0.0,Settled,1,normal
ORD000387,CUST0053,2026-08-04,299,PAY000387,2026-08-04,299.0,Netbanking,Success,1,SET000387,2026-08-05,294.52,4.48,0.0,Settled,1,normal
ORD000388,CUST0263,2026-08-05,9999,PAY000388,2026-08-05,9999.0,UPI,Success,1,SET000388,2026-08-06,9899.01,99.99,0.0,Settled,1,normal
ORD000389,CUST0187,2026-08-26,299,PAY000389,2026-08-26,299.0,Card,Success,1,SET000389,2026-08-27,293.02,5.98,0.0,Settled,1,normal
ORD000390,CUST0143,2026-08-29,12473,PAY000390,2026-08-29,12473.0,Netbanking,Success,1,SET000390,2026-08-30,12285.91,187.09,0.0,Settled,1,normal
ORD000391,CUST0267,2026-08-12,9887,PAY000391,2026-08-12,9887.0,Card,Success,1,SET000391,2026-08-19,9689.26,197.74,0.0,Settled,1,delayed_settlement
ORD000392,CUST0214,2026-08-26,3999,PAY000392,2026-08-27,3999.0,UPI,Success,1,SET000392,2026-08-28,3959.01,39.99,0.0,Settled,1,processing_fee
ORD000393,CUST0281,2026-08-19,999,PAY000393,2026-08-20,999.0,UPI,Success,1,SET000393,2026-08-21,989.01,9.99,0.0,Settled,1,normal
ORD000394,CUST0057,2026-08-08,7499,PAY000394,2026-08-08,7499.0,Netbanking,Success,1,SET000394,2026-08-09,7386.52,112.48,0.0,Settled,1,normal
ORD000395,CUST0039,2026-08-30,799,PAY000395,2026-08-31,799.0,Wallet,Success,2,SET000395,2026-09-01,784.62,14.38,0.0,Settled,1,duplicate_payment
ORD000396,CUST0240,2026-08-09,499,PAY000396,2026-08-09,466.66,Card,Success,1,SET000396,2026-08-10,457.33,9.33,0.0,Settled,1,payment_amount_mismatch
ORD000397,CUST0017,2026-08-14,5752,PAY000397,2026-08-15,5752.0,Netbanking,Success,1,SET000397,2026-08-16,5665.72,86.28,0.0,Settled,1,normal
ORD000398,CUST0204,2026-08-07,1734,PAY000398,2026-08-08,1734.0,Wallet,Success,1,SET000398,2026-08-09,1559.79,31.21,0.0,Settled,1,settlement_amount_mismatch
ORD000399,CUST0184,2026-08-16,11554,PAY000399,2026-08-17,11554.0,Wallet,Success,1,SET000399,2026-08-18,11346.03,207.97,0.0,Settled,1,normal
ORD000400,CUST0225,2026-08-22,14176,PAY000400,2026-08-22,14176.0,Card,Success,1,SET000400,2026-08-23,13892.48,283.52,0.0,Settled,1,normal
ORD000401,CUST0141,2026-08-04,2842,PAY000401,2026-08-05,2842.0,Wallet,Success,1,SET000401,2026-08-06,2790.84,51.16,0.0,Settled,1,normal
ORD000402,CUST0270,2026-08-22,1999,PAY000402,2026-08-22,1999.0,Card,Success,1,SET000402,2026-08-27,1959.02,39.98,0.0,Settled,1,delayed_settlement
ORD000403,CUST0208,2026-08-21,9999,PAY000403,2026-08-21,9999.0,UPI,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000404,CUST0232,2026-08-16,2999,PAY000404,2026-08-16,2999.0,UPI,Success,1,SET000404,2026-08-17,2969.01,29.99,0.0,Settled,1,processing_fee
ORD000405,CUST0272,2026-08-16,799,PAY000405,2026-08-17,705.49,Card,Success,1,SET000405,2026-08-18,691.38,14.11,0.0,Settled,1,payment_amount_mismatch
ORD000406,CUST0153,2026-08-18,5999,PAY000406,2026-08-19,5999.0,Card,Success,1,SET000406,2026-08-20,5879.02,119.98,0.0,Settled,2,duplicate_settlement
ORD000407,CUST0297,2026-08-15,3999,PAY000407,2026-08-15,3999.0,Card,Success,1,SET000407,2026-08-16,3919.02,79.98,0.0,Settled,1,processing_fee
ORD000408,CUST0108,2026-08-07,9999,PAY000408,2026-08-07,9999.0,Netbanking,Success,1,SET000408,2026-08-08,9849.02,149.98,0.0,Settled,1,normal
ORD000409,CUST0021,2026-08-13,7499,PAY000409,2026-08-14,7499.0,Netbanking,Success,1,SET000409,2026-08-15,7386.52,112.48,0.0,Settled,1,normal
ORD000410,CUST0048,2026-08-04,13484,PAY000410,2026-08-05,13484.0,Netbanking,Success,1,SET000410,2026-08-06,13281.74,202.26,0.0,Settled,1,normal
ORD000411,CUST0145,2026-08-10,999,PAY000411,2026-08-10,942.26,Wallet,Success,1,SET000411,2026-08-11,925.3,16.96,0.0,Settled,1,payment_amount_mismatch
ORD000412,CUST0197,2026-08-10,9999,PAY000412,2026-08-11,9999.0,Netbanking,Success,1,SET000412,2026-08-12,9849.02,149.98,0.0,Settled,1,normal
ORD000413,CUST0211,2026-08-30,999,PAY000413,2026-08-31,999.0,Card,Success,1,SET000413,2026-09-01,979.02,19.98,0.0,Settled,1,normal
ORD000414,CUST0152,2026-08-10,5999,PAY000414,2026-08-11,5999.0,UPI,Success,1,SET000414,2026-08-12,5939.01,59.99,0.0,Settled,1,normal
ORD000415,CUST0161,2026-08-19,2999,PAY000415,2026-08-19,2999.0,Netbanking,Success,1,SET000415,2026-08-20,2954.02,44.98,0.0,Settled,1,normal
ORD000416,CUST0233,2026-08-11,11100,PAY000416,2026-08-12,11100.0,Wallet,Success,1,SET000416,2026-08-13,10900.2,199.8,0.0,Settled,1,normal
ORD000417,CUST0024,2026-08-02,10714,PAY000417,2026-08-02,10714.0,Card,Success,1,SET000417,2026-08-03,10499.72,214.28,0.0,Settled,1,normal
ORD000418,CUST0268,2026-08-13,4614,PAY000418,2026-08-13,4614.0,UPI,Success,1,SET000418,2026-08-14,4567.86,46.14,0.0,Settled,1,processing_fee
ORD000419,CUST0164,2026-08-14,9999,PAY000419,2026-08-15,8135.93,Card,Success,1,SET000419,2026-08-16,7973.21,162.72,0.0,Settled,1,payment_amount_mismatch
ORD000420,CUST0044,2026-08-26,1499,PAY000420,2026-08-27,1499.0,Card,Success,1,SET000420,2026-08-28,1469.02,29.98,0.0,Settled,1,processing_fee
ORD000421,CUST0173,2026-08-30,1999,PAY000421,2026-08-31,1999.0,Wallet,Success,1,SET000421,2026-09-01,1963.02,35.98,0.0,Settled,1,normal
ORD000422,CUST0140,2026-08-16,499,PAY000422,2026-08-17,499.0,UPI,Success,1,SET000422,2026-08-18,494.01,4.99,0.0,Settled,1,normal
ORD000423,CUST0102,2026-08-09,3999,PAY000423,2026-08-10,3999.0,Wallet,Success,1,SET000423,2026-08-11,3927.02,71.98,0.0,Settled,2,duplicate_settlement
ORD000424,CUST0211,2026-08-16,999,PAY000424,2026-08-17,999.0,UPI,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000425,CUST0182,2026-08-31,6233,PAY000425,2026-09-01,6233.0,Netbanking,Success,1,SET000425,2026-09-02,6139.51,93.49,0.0,Settled,1,processing_fee
ORD000426,CUST0053,2026-08-13,999,PAY000426,2026-08-13,999.0,UPI,Success,1,SET000426,2026-08-14,989.01,9.99,0.0,Settled,1,normal
ORD000427,CUST0221,2026-08-18,5999,PAY000427,2026-08-18,5999.0,Netbanking,Success,1,SET000427,2026-08-25,5909.02,89.98,0.0,Settled,1,delayed_settlement
ORD000428,CUST0132,2026-08-09,799,PAY000428,2026-08-09,799.0,Netbanking,Success,1,SET000428,2026-08-10,787.02,11.98,0.0,Settled,1,normal
ORD000429,CUST0017,2026-08-17,799,PAY000429,2026-08-18,799.0,Netbanking,Success,1,SET000429,2026-08-19,787.02,11.98,0.0,Settled,1,normal
ORD000430,CUST0035,2026-08-29,4999,PAY000430,2026-08-29,4999.0,Wallet,Success,1,SET000430,2026-08-30,4909.02,89.98,0.0,Settled,2,duplicate_settlement
ORD000431,CUST0043,2026-08-07,1999,PAY000431,2026-08-08,1999.0,Wallet,Success,1,SET000431,2026-08-09,1963.02,35.98,0.0,Settled,1,processing_fee
ORD000432,CUST0163,2026-08-12,999,PAY000432,2026-08-12,999.0,UPI,Success,1,SET000432,2026-08-13,989.01,9.99,0.0,Settled,1,processing_fee
ORD000433,CUST0295,2026-08-15,299,PAY000433,2026-08-16,299.0,UPI,Failed,1,,,,0.0,0.0,Not Applicable,1,failed_payment
ORD000434,CUST0081,2026-08-11,6561,PAY000434,2026-08-12,6561.0,UPI,Success,2,SET000434,2026-08-13,6495.39,65.61,0.0,Settled,1,duplicate_payment
ORD000435,CUST0101,2026-08-25,4911,PAY000435,2026-08-26,4911.0,Card,Success,1,SET000435,2026-08-27,4812.78,98.22,0.0,Settled,1,normal
ORD000436,CUST0076,2026-08-15,499,PAY000436,2026-08-16,413.26,Card,Success,1,SET000436,2026-08-17,404.99,8.27,0.0,Settled,1,payment_amount_mismatch
ORD000437,CUST0155,2026-08-09,1999,PAY000437,2026-08-09,1806.03,Card,Success,1,SET000437,2026-08-10,1769.91,36.12,0.0,Settled,1,payment_amount_mismatch
ORD000438,CUST0229,2026-08-28,11048,PAY000438,2026-08-29,11048.0,Wallet,Success,2,SET000438,2026-08-30,10849.14,198.86,0.0,Settled,1,duplicate_payment
ORD000439,CUST0275,2026-08-07,2499,PAY000439,2026-08-07,2499.0,Wallet,Success,1,SET000439,2026-08-14,2454.02,44.98,0.0,Settled,1,delayed_settlement
ORD000440,CUST0148,2026-08-22,799,PAY000440,2026-08-23,799.0,Netbanking,Success,1,SET000440,2026-08-24,787.02,11.98,0.0,Settled,1,processing_fee
ORD000441,CUST0185,2026-08-28,5999,PAY000441,2026-08-29,5999.0,UPI,Success,1,SET000441,2026-08-30,5939.01,59.99,0.0,Settled,1,normal
ORD000442,CUST0156,2026-08-05,403,PAY000442,2026-08-05,403.0,UPI,Success,2,SET000442,2026-08-06,398.97,4.03,0.0,Settled,1,duplicate_payment
ORD000443,CUST0017,2026-08-20,4999,PAY000443,2026-08-21,4999.0,UPI,Success,1,SET000443,2026-08-22,4949.01,49.99,0.0,Settled,1,normal
ORD000444,CUST0037,2026-08-02,4999,PAY000444,2026-08-03,4999.0,Wallet,Success,1,SET000444,2026-08-04,4909.02,89.98,0.0,Settled,1,normal
ORD000445,CUST0249,2026-08-04,799,PAY000445,2026-08-04,799.0,Card,Success,1,SET000445,2026-08-05,783.02,15.98,0.0,Settled,1,processing_fee
ORD000446,CUST0092,2026-08-25,2759,PAY000446,2026-08-26,2759.0,Card,Success,1,SET000446,2026-08-27,2703.82,55.18,0.0,Settled,1,processing_fee
ORD000447,CUST0057,2026-08-31,4999,PAY000447,2026-08-31,4999.0,Netbanking,Success,1,SET000447,2026-09-01,4924.02,74.98,0.0,Settled,1,normal
ORD000448,CUST0046,2026-08-16,9609,PAY000448,2026-08-17,8101.2,Wallet,Success,1,SET000448,2026-08-18,7955.38,145.82,0.0,Settled,1,payment_amount_mismatch
ORD000449,CUST0150,2026-08-23,1499,PAY000449,2026-08-23,1499.0,Card,Success,1,SET000449,2026-08-24,1469.02,29.98,0.0,Settled,1,normal
ORD000450,CUST0130,2026-08-12,499,PAY000450,2026-08-12,499.0,UPI,Success,1,SET000450,2026-08-13,494.01,4.99,0.0,Settled,1,normal
ORD000451,CUST0097,2026-08-24,1499,PAY000451,2026-08-25,1499.0,Card,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000452,CUST0284,2026-08-02,9999,PAY000452,2026-08-03,9999.0,UPI,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000453,CUST0204,2026-08-09,14746,PAY000453,2026-08-09,14746.0,Card,Success,1,SET000453,2026-08-10,14451.08,294.92,0.0,Settled,1,normal
ORD000454,CUST0191,2026-08-16,5999,PAY000454,2026-08-16,5999.0,UPI,Success,1,SET000454,2026-08-17,5939.01,59.99,0.0,Settled,1,normal
ORD000455,CUST0129,2026-08-31,499,PAY000455,2026-08-31,499.0,UPI,Success,1,SET000455,2026-09-01,494.01,4.99,0.0,Settled,1,normal
ORD000456,CUST0021,2026-08-22,9999,PAY000456,2026-08-22,9999.0,Wallet,Success,1,SET000456,2026-08-23,9819.02,179.98,0.0,Settled,1,normal
ORD000457,CUST0189,2026-08-17,799,PAY000457,2026-08-18,799.0,Wallet,Success,2,SET000457,2026-08-19,784.62,14.38,0.0,Settled,1,duplicate_payment
ORD000458,CUST0122,2026-08-22,1499,PAY000458,2026-08-22,1499.0,UPI,Success,1,SET000458,2026-08-23,1484.01,14.99,0.0,Settled,1,processing_fee
ORD000459,CUST0218,2026-08-21,999,PAY000459,2026-08-22,999.0,Netbanking,Success,1,SET000459,2026-08-23,984.02,14.98,0.0,Settled,1,normal
ORD000460,CUST0257,2026-08-14,1999,PAY000460,2026-08-14,1999.0,Wallet,Success,1,SET000460,2026-08-15,1963.02,35.98,0.0,Settled,1,normal
ORD000461,CUST0254,2026-08-18,1999,PAY000461,2026-08-19,1999.0,Netbanking,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000462,CUST0046,2026-08-03,1499,PAY000462,2026-08-03,1499.0,Wallet,Success,1,SET000462,2026-08-04,1472.02,26.98,0.0,Settled,1,normal
ORD000463,CUST0298,2026-08-28,13238,PAY000463,2026-08-28,13238.0,Netbanking,Success,2,SET000463,2026-08-29,13039.43,198.57,0.0,Settled,1,duplicate_payment
ORD000464,CUST0133,2026-08-18,3999,PAY000464,2026-08-19,3999.0,Wallet,Success,2,SET000464,2026-08-20,3927.02,71.98,0.0,Settled,1,duplicate_payment
ORD000465,CUST0165,2026-08-09,1499,PAY000465,2026-08-10,1499.0,Netbanking,Success,1,SET000465,2026-08-11,1476.52,22.48,0.0,Settled,1,normal
ORD000466,CUST0059,2026-08-10,999,PAY000466,2026-08-10,999.0,Card,Success,1,SET000466,2026-08-11,979.02,19.98,0.0,Settled,1,processing_fee
ORD000467,CUST0113,2026-08-28,2499,PAY000467,2026-08-28,2499.0,Netbanking,Success,1,,,,0.0,0.0,Missing,1,missing_settlement
ORD000468,CUST0150,2026-08-21,2499,PAY000468,2026-08-22,2499.0,UPI,Success,1,SET000468,2026-08-23,2474.01,24.99,0.0,Settled,1,normal
ORD000469,CUST0109,2026-08-02,2999,PAY000469,2026-08-03,2999.0,UPI,Success,1,SET000469,2026-08-04,2969.01,29.99,0.0,Settled,1,normal
ORD000470,CUST0031,2026-08-14,5999,PAY000470,2026-08-14,5999.0,Netbanking,Success,2,SET000470,2026-08-15,5909.02,89.98,0.0,Settled,1,duplicate_payment
ORD000471,CUST0281,2026-08-11,5237,PAY000471,2026-08-11,5237.0,UPI,Success,1,SET000471,2026-08-12,5184.63,52.37,0.0,Settled,1,normal
ORD000472,CUST0020,2026-08-25,5999,PAY000472,2026-08-26,5999.0,Wallet,Success,1,SET000472,2026-08-27,5891.02,107.98,0.0,Settled,1,normal
ORD000473,CUST0026,2026-08-15,2212,PAY000473,2026-08-15,2212.0,UPI,Success,1,SET000473,2026-08-16,2189.88,22.12,0.0,Settled,2,duplicate_settlement
ORD000474,CUST0276,2026-08-15,1499,PAY000474,2026-08-15,1499.0,Wallet,Success,1,SET000474,2026-08-16,1472.02,26.98,0.0,Settled,1,normal
ORD000475,CUST0194,2026-08-03,9999,PAY000475,2026-08-04,9999.0,UPI,Success,1,SET000475,2026-08-05,9899.01,99.99,0.0,Settled,1,normal
ORD000476,CUST0198,2026-08-25,799,PAY000476,2026-08-25,799.0,Netbanking,Success,1,SET000476,2026-08-26,787.02,11.98,0.0,Settled,2,duplicate_settlement
ORD000477,CUST0086,2026-08-29,1999,PAY000477,2026-08-29,1999.0,Netbanking,Success,1,SET000477,2026-08-30,1969.02,29.98,0.0,Settled,1,normal
ORD000478,CUST0284,2026-08-25,12180,PAY000478,2026-08-26,12180.0,UPI,Success,1,SET000478,2026-08-27,12058.2,121.8,0.0,Settled,1,normal
ORD000479,CUST0168,2026-08-10,11112,PAY000479,2026-08-11,11112.0,Netbanking,Success,1,SET000479,2026-08-12,10945.32,166.68,0.0,Settled,1,normal
ORD000480,CUST0290,2026-08-04,3999,PAY000480,2026-08-04,3999.0,Wallet,Success,1,SET000480,2026-08-05,3927.02,71.98,0.0,Settled,1,normal
ORD000481,CUST0046,2026-08-09,3999,PAY000481,2026-08-09,3999.0,Card,Success,1,SET000481,2026-08-10,3919.02,79.98,0.0,Settled,1,normal
ORD000482,CUST0120,2026-08-25,11166,PAY000482,2026-08-25,11166.0,Wallet,Success,1,SET000482,2026-08-26,10965.01,200.99,0.0,Settled,1,normal
ORD000483,CUST0047,2026-08-01,9999,PAY000483,2026-08-01,9999.0,Netbanking,Success,1,SET000483,2026-08-02,9849.02,149.98,0.0,Settled,1,normal
ORD000484,CUST0297,2026-08-04,3999,PAY000484,2026-08-04,3999.0,Wallet,Success,1,SET000484,2026-08-05,3927.02,71.98,0.0,Settled,1,normal
ORD000485,CUST0171,2026-08-26,9999,PAY000485,2026-08-26,9999.0,UPI,Success,1,SET000485,2026-08-27,9899.01,99.99,0.0,Settled,1,normal
ORD000486,CUST0055,2026-08-26,1999,PAY000486,2026-08-27,1999.0,Card,Success,1,SET000486,2026-08-28,1959.02,39.98,0.0,Settled,1,normal
ORD000487,CUST0162,2026-08-13,5999,PAY000487,2026-08-14,4801.42,Card,Success,1,SET000487,2026-08-15,4705.39,96.03,0.0,Settled,1,payment_amount_mismatch
ORD000488,CUST0156,2026-08-17,3341,PAY000488,2026-08-17,3341.0,Card,Success,1,SET000488,2026-08-18,3274.18,66.82,0.0,Settled,1,normal
ORD000489,CUST0031,2026-08-11,2999,PAY000489,2026-08-12,2999.0,UPI,Success,1,SET000489,2026-08-13,2969.01,29.99,0.0,Settled,1,normal
ORD000490,CUST0015,2026-08-04,1999,PAY000490,2026-08-04,1999.0,Card,Success,1,SET000490,2026-08-05,1959.02,39.98,0.0,Settled,1,normal
ORD000491,CUST0173,2026-08-14,9999,PAY000491,2026-08-14,9999.0,Card,Success,1,SET000491,2026-08-15,9799.02,199.98,0.0,Settled,1,normal
ORD000492,CUST0214,2026-08-03,11101,PAY000492,2026-08-04,11101.0,UPI,Success,1,SET000492,2026-08-10,10989.99,111.01,0.0,Settled,1,delayed_settlement
ORD000493,CUST0020,2026-08-12,9174,PAY000493,2026-08-13,9174.0,Netbanking,Success,1,SET000493,2026-08-14,9036.39,137.61,0.0,Settled,1,normal
ORD000494,CUST0273,2026-08-15,499,PAY000494,2026-08-15,499.0,UPI,Success,1,SET000494,2026-08-16,494.01,4.99,0.0,Settled,1,normal
