order_id,reconciliation_status,exception_type,exception_description,expected_settlement,actual_settlement,difference,warning,ai_required
ORD000606,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000607,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 299.00, but payment amount is 275.54.",,,,,True
ORD000608,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 783.02, but actual settlement is 565.02. Difference is 218.00.",783.02,565.02,218.0,,True
ORD000609,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 999.00, but payment amount is 932.80.",,,,,True
ORD000610,RECONCILED,,,2606.67,2606.67,0.0,,False
ORD000611,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000612,RECONCILED,,,9849.02,9849.02,0.0,,False
ORD000613,RECONCILED,,,14585.34,14585.34,0.0,,False
ORD000614,RECONCILED,,,2449.02,2449.02,0.0,,False
ORD000615,RECONCILED,,,6159.2,6159.2,0.0,,False
ORD000616,RECONCILED,,,1045.09,1045.09,0.0,,False
ORD000617,RECONCILED,,,489.02,489.02,0.0,,False
ORD000618,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7364.02, but actual settlement is 6547.02. Difference is 817.00.",7364.02,6547.02,817.0,,True
ORD000619,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000620,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000621,RECONCILED,,,1472.02,1472.02,0.0,,False
ORD000622,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000623,RECONCILED,,,4899.02,4899.02,0.0,Settlement occurred 3 days after payment.,False
ORD000624,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,784.62,784.62,0.0,,True
ORD000625,RECONCILED,,,2939.02,2939.02,0.0,Settlement occurred 7 days after payment.,False
ORD000626,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 4909.02, but actual settlement is 4693.02. Difference is 216.00.",4909.02,4693.02,216.0,,True
ORD000627,RECONCILED,,,783.02,783.02,0.0,,False
ORD000628,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000629,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1469.02, but actual settlement is 1201.02. Difference is 268.00.",1469.02,1201.02,268.0,,True
ORD000630,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 9999.00, but payment amount is 9155.52.",,,,,True
ORD000631,RECONCILED,,,13303.41,13303.41,0.0,Settlement occurred 5 days after payment.,False
ORD000632,RECONCILED,,,3927.02,3927.02,0.0,,False
ORD000633,RECONCILED,,,3959.01,3959.01,0.0,Settlement occurred 6 days after payment.,False
ORD000634,RECONCILED,,,494.01,494.01,0.0,,False
ORD000635,RECONCILED,,,9849.02,9849.02,0.0,,False
ORD000636,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 11277.00, but payment amount is 10016.88.",,,,,True
ORD000637,RECONCILED,,,6780.51,6780.51,0.0,,False
ORD000638,RECONCILED,,,9899.01,9899.01,0.0,,False
ORD000639,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 981.02, but actual settlement is 761.02. Difference is 220.00.",981.02,761.02,220.0,,True
ORD000640,RECONCILED,,,11671.07,11671.07,0.0,,False
ORD000641,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000642,RECONCILED,,,489.02,489.02,0.0,,False
ORD000643,RECONCILED,,,981.02,981.02,0.0,,False
ORD000644,RECONCILED,,,989.01,989.01,0.0,,False
ORD000645,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 787.02, but actual settlement is 577.02. Difference is 210.00.",787.02,577.02,210.0,,True
ORD000646,RECONCILED,,,9899.01,9899.01,0.0,,False
ORD000647,RECONCILED,,,491.52,491.52,0.0,,False
ORD000648,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1191.00, but payment amount is 1085.24.",,,,,True
ORD000649,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 13955.00, but payment amount is 12688.68.",,,,,True
ORD000650,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 3927.02, but actual settlement is 3513.02. Difference is 414.00.",3927.02,3513.02,414.0,,True
ORD000651,RECONCILED,,,8601.12,8601.12,0.0,,False
ORD000652,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 9899.01, but actual settlement is 9409.01. Difference is 490.00.",9899.01,9409.01,490.0,,True
ORD000653,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000654,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000655,RECONCILED,,,296.01,296.01,0.0,Settlement occurred 3 days after payment.,False
ORD000656,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000657,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000658,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 7499.00, but payment amount is 6198.99.",,,,,True
ORD000659,RECONCILED,,,2229.05,2229.05,0.0,,False
ORD000660,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1999.00, but payment amount is 1871.48.",,,,,True
ORD000661,RECONCILED,,,9799.02,9799.02,0.0,,False
ORD000662,RECONCILED,,,1484.01,1484.01,0.0,,False
ORD000663,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000664,RECONCILED,,,7364.02,7364.02,0.0,,False
ORD000665,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000666,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000667,RECONCILED,,,4924.02,4924.02,0.0,Settlement occurred 7 days after payment.,False
ORD000668,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000669,RECONCILED,,,489.02,489.02,0.0,,False
ORD000670,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000671,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000672,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000673,RECONCILED,,,1969.02,1969.02,0.0,,False
ORD000674,RECONCILED,,,6436.03,6436.03,0.0,,False
ORD000675,RECONCILED,,,784.62,784.62,0.0,,False
ORD000676,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000677,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000678,RECONCILED,,,784.62,784.62,0.0,,False
ORD000679,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000680,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000681,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000682,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000683,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000684,RECONCILED,,,3619.44,3619.44,0.0,,False
ORD000685,RECONCILED,,,7349.02,7349.02,0.0,,False
ORD000686,RECONCILED,,,6992.3,6992.3,0.0,Settlement occurred 3 days after payment.,False
ORD000687,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000688,RECONCILED,,,1472.02,1472.02,0.0,Settlement occurred 3 days after payment.,False
ORD000689,RECONCILED,,,9899.01,9899.01,0.0,,False
ORD000690,RECONCILED,,,5080.32,5080.32,0.0,,False
ORD000691,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000692,RECONCILED,,,5909.02,5909.02,0.0,Settlement occurred 7 days after payment.,False
ORD000693,RECONCILED,,,2454.02,2454.02,0.0,,False
ORD000694,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000695,RECONCILED,,,9755.19,9755.19,0.0,Settlement occurred 6 days after payment.,False
ORD000696,RECONCILED,,,10318.86,10318.86,0.0,,False
ORD000697,RECONCILED,,,2232.01,2232.01,0.0,,False
ORD000698,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 4999.00, but payment amount is 4557.41.",,,,,True
ORD000699,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000700,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 8543.00, but payment amount is 6945.88.",,,,,True
ORD000701,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7386.52, but actual settlement is 6994.52. Difference is 392.00.",7386.52,6994.52,392.0,,True
ORD000702,RECONCILED,,,6582.76,6582.76,0.0,,False
ORD000703,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1472.02, but actual settlement is 1124.02. Difference is 348.00.",1472.02,1124.02,348.0,,True
ORD000704,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000705,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000706,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1499.00, but payment amount is 1244.41.",,,,,True
ORD000707,RECONCILED,,,1963.02,1963.02,0.0,,False
ORD000708,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000709,RECONCILED,,,2454.02,2454.02,0.0,Settlement occurred 5 days after payment.,False
ORD000710,RECONCILED,,,787.02,787.02,0.0,Settlement occurred 7 days after payment.,False
ORD000711,RECONCILED,,,13951.54,13951.54,0.0,,False
ORD000712,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000713,RECONCILED,,,11748.65,11748.65,0.0,,False
ORD000714,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2474.01, but actual settlement is 2242.01. Difference is 232.00.",2474.01,2242.01,232.0,,True
ORD000715,RECONCILED,,,1107.7,1107.7,0.0,,False
ORD000716,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000717,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 4004.00, but payment amount is 3672.23.",,,,,True
ORD000718,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000719,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 296.01, but actual settlement is 196.01. Difference is 100.00.",296.01,196.01,100.0,,True
ORD000720,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000721,RECONCILED,,,787.02,787.02,0.0,,False
ORD000722,RECONCILED,,,1472.02,1472.02,0.0,,False
ORD000723,RECONCILED,,,11787.93,11787.93,0.0,,False
ORD000724,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000725,RECONCILED,,,783.02,783.02,0.0,,False
ORD000726,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000727,RECONCILED,,,9799.02,9799.02,0.0,,False
ORD000728,RECONCILED,,,2939.02,2939.02,0.0,,False
ORD000729,RECONCILED,,,3959.01,3959.01,0.0,,False
ORD000730,RECONCILED,,,13526.94,13526.94,0.0,,False
ORD000731,RECONCILED,,,5891.02,5891.02,0.0,Settlement occurred 3 days after payment.,False
ORD000732,RECONCILED,,,6440.56,6440.56,0.0,,False
ORD000733,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1469.02, but actual settlement is 1315.02. Difference is 154.00.",1469.02,1315.02,154.0,,True
ORD000734,RECONCILED,,,791.01,791.01,0.0,,False
ORD000735,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 2499.00, but payment amount is 2023.72.",,,,,True
ORD000736,RECONCILED,,,7364.02,7364.02,0.0,,False
ORD000737,RECONCILED,,,2939.02,2939.02,0.0,,False
ORD000738,RECONCILED,,,2474.01,2474.01,0.0,Settlement occurred 5 days after payment.,False
ORD000739,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000740,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000741,RECONCILED,,,11242.92,11242.92,0.0,,False
ORD000742,RECONCILED,,,784.62,784.62,0.0,,False
ORD000743,RECONCILED,,,7364.02,7364.02,0.0,Settlement occurred 7 days after payment.,False
ORD000744,RECONCILED,,,787.02,787.02,0.0,Settlement occurred 6 days after payment.,False
ORD000745,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000746,RECONCILED,,,984.02,984.02,0.0,,False
ORD000747,RECONCILED,,,4053.28,4053.28,0.0,Settlement occurred 6 days after payment.,False
ORD000748,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,5879.02,5879.02,0.0,,True
ORD000749,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 299.00, but payment amount is 249.30.",,,,,True
ORD000750,RECONCILED,,,791.01,791.01,0.0,,False
ORD000751,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 979.02, but actual settlement is 870.02. Difference is 109.00.",979.02,870.02,109.0,,True
ORD000752,RECONCILED,,,2273.33,2273.33,0.0,,False
ORD000753,RECONCILED,,,989.01,989.01,0.0,,False
ORD000754,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000755,RECONCILED,,,8120.16,8120.16,0.0,Settlement occurred 5 days after payment.,False
ORD000756,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,7349.02,7349.02,0.0,,True
ORD000757,RECONCILED,,,8680.84,8680.84,0.0,,False
ORD000758,RECONCILED,,,13992.66,13992.66,0.0,,False
ORD000759,RECONCILED,,,5879.02,5879.02,0.0,Settlement occurred 6 days after payment.,False
ORD000760,RECONCILED,,,2954.02,2954.02,0.0,Settlement occurred 4 days after payment.,False
ORD000761,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000762,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000763,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1499.00, but payment amount is 1234.11.",,,,,True
ORD000764,RECONCILED,,,9849.02,9849.02,0.0,,False
ORD000765,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000766,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000767,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1484.01, but actual settlement is 1081.01. Difference is 403.00.",1484.01,1081.01,403.0,,True
ORD000768,RECONCILED,,,491.52,491.52,0.0,,False
ORD000769,RECONCILED,,,2954.02,2954.02,0.0,,False
ORD000770,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000771,RECONCILED,,,9849.02,9849.02,0.0,,False
ORD000772,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000773,RECONCILED,,,293.02,293.02,0.0,,False
ORD000774,RECONCILED,,,1969.02,1969.02,0.0,,False
ORD000775,RECONCILED,,,12390.31,12390.31,0.0,,False
ORD000776,RECONCILED,,,783.02,783.02,0.0,,False
ORD000777,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000778,RECONCILED,,,1472.02,1472.02,0.0,,False
ORD000779,RECONCILED,,,791.01,791.01,0.0,,False
ORD000780,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000781,RECONCILED,,,10793.16,10793.16,0.0,,False
ORD000782,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7349.02, but actual settlement is 6874.02. Difference is 475.00.",7349.02,6874.02,475.0,,True
ORD000783,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000784,RECONCILED,,,4922.28,4922.28,0.0,,False
ORD000785,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000786,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1963.02, but actual settlement is 1619.02. Difference is 344.00.",1963.02,1619.02,344.0,,True
ORD000787,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000788,RECONCILED,,,5715.95,5715.95,0.0,,False
ORD000789,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000790,RECONCILED,,,10811.82,10811.82,0.0,,False
ORD000791,RECONCILED,,,9749.04,9749.04,0.0,,False
ORD000792,RECONCILED,,,5891.02,5891.02,0.0,Settlement occurred 5 days after payment.,False
ORD000793,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000794,RECONCILED,,,2461.52,2461.52,0.0,Settlement occurred 6 days after payment.,False
ORD000795,RECONCILED,,,7349.02,7349.02,0.0,Settlement occurred 3 days after payment.,False
ORD000796,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000797,RECONCILED,,,1484.01,1484.01,0.0,,False
ORD000798,RECONCILED,,,669.72,669.72,0.0,,False
ORD000799,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000800,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 491.52, but actual settlement is 391.52. Difference is 100.00.",491.52,391.52,100.0,,True
ORD000801,RECONCILED,,,7349.02,7349.02,0.0,,False
ORD000802,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000803,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000804,RECONCILED,,,783.02,783.02,0.0,,False
ORD000805,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000806,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000807,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000808,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 8841.00, but payment amount is 7979.23.",,,,,True
ORD000809,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000810,RECONCILED,,,9899.01,9899.01,0.0,,False
ORD000811,RECONCILED,,,4909.02,4909.02,0.0,,False
ORD000812,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000813,RECONCILED,,,13590.72,13590.72,0.0,Settlement occurred 5 days after payment.,False
ORD000814,RECONCILED,,,294.52,294.52,0.0,,False
ORD000815,RECONCILED,,,13686.68,13686.68,0.0,,False
ORD000816,RECONCILED,,,7897.82,7897.82,0.0,,False
ORD000817,RECONCILED,,,8575.41,8575.41,0.0,,False
ORD000818,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000819,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1578.07, but actual settlement is 1273.07. Difference is 305.00.",1578.07,1273.07,305.0,,True
ORD000820,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000821,RECONCILED,,,784.62,784.62,0.0,,False
ORD000822,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000823,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000824,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2474.01, but actual settlement is 1832.01. Difference is 642.00.",2474.01,1832.01,642.0,,True
ORD000825,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000826,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1472.02, but actual settlement is 1310.02. Difference is 162.00.",1472.02,1310.02,162.0,,True
ORD000827,RECONCILED,,,984.02,984.02,0.0,,False
ORD000828,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000829,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 8120.28, but actual settlement is 7467.28. Difference is 653.00.",8120.28,7467.28,653.0,,True
ORD000830,RECONCILED,,,9799.02,9799.02,0.0,Settlement occurred 3 days after payment.,False
ORD000831,RECONCILED,,,431.64,431.64,0.0,,False
ORD000832,RECONCILED,,,11432.68,11432.68,0.0,,False
ORD000833,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 799.00, but payment amount is 667.46.",,,,,True
ORD000834,RECONCILED,,,2945.02,2945.02,0.0,,False
ORD000835,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1999.00, but payment amount is 1853.16.",,,,,True
ORD000836,RECONCILED,,,784.62,784.62,0.0,,False
ORD000837,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000838,RECONCILED,,,293.02,293.02,0.0,,False
ORD000839,RECONCILED,,,12343.32,12343.32,0.0,,False
ORD000840,RECONCILED,,,4544.1,4544.1,0.0,,False
ORD000841,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD000842,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000843,RECONCILED,,,2474.01,2474.01,0.0,,False
ORD000844,RECONCILED,,,6516.02,6516.02,0.0,,False
ORD000845,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5626.17, but actual settlement is 4712.17. Difference is 914.00.",5626.17,4712.17,914.0,,True
ORD000846,RECONCILED,,,6933.5,6933.5,0.0,,False
ORD000847,RECONCILED,,,6350.59,6350.59,0.0,Settlement occurred 5 days after payment.,False
ORD000848,RECONCILED,,,3939.02,3939.02,0.0,,False
ORD000849,RECONCILED,,,2954.02,2954.02,0.0,,False
ORD000850,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 9008.01, but actual settlement is 8614.01. Difference is 394.00.",9008.01,8614.01,394.0,,True
ORD000851,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000852,RECONCILED,,,494.01,494.01,0.0,,False
ORD000853,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000854,RECONCILED,,,293.02,293.02,0.0,,False
ORD000855,RECONCILED,,,8673.91,8673.91,0.0,,False
ORD000856,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 9819.02, but actual settlement is 9442.02. Difference is 377.00.",9819.02,9442.02,377.0,,True
ORD000857,RECONCILED,,,293.62,293.62,0.0,,False
ORD000858,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 494.01, but actual settlement is 365.01. Difference is 129.00.",494.01,365.01,129.0,,True
ORD000859,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 3999.00, but payment amount is 3632.94.",,,,,True
ORD000860,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 11043.57, but actual settlement is 10832.57. Difference is 211.00.",11043.57,10832.57,211.0,,True
ORD000861,RECONCILED,,,7386.52,7386.52,0.0,,False
ORD000862,EXCEPTION,DUPLICATE_SETTLEMENT,2 settlement records found for this payment.,11157.3,11157.3,0.0,,True
ORD000863,RECONCILED,,,966.28,966.28,0.0,,False
ORD000864,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000865,RECONCILED,,,2474.01,2474.01,0.0,,False
ORD000866,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000867,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7349.02, but actual settlement is 6387.02. Difference is 962.00.",7349.02,6387.02,962.0,,True
ORD000868,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 783.02, but actual settlement is 616.02. Difference is 167.00.",783.02,616.02,167.0,,True
ORD000869,RECONCILED,,,7424.01,7424.01,0.0,,False
ORD000870,RECONCILED,,,659.34,659.34,0.0,,False
ORD000871,RECONCILED,,,491.52,491.52,0.0,,False
ORD000872,RECONCILED,,,294.52,294.52,0.0,,False
ORD000873,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000874,RECONCILED,,,494.01,494.01,0.0,,False
ORD000875,RECONCILED,,,7172.77,7172.77,0.0,,False
ORD000876,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 9396.00, but payment amount is 7734.74.",,,,,True
ORD000877,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1484.01, but actual settlement is 1381.01. Difference is 103.00.",1484.01,1381.01,103.0,,True
ORD000878,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000879,RECONCILED,,,491.52,491.52,0.0,,False
ORD000880,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000881,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2474.01, but actual settlement is 2093.01. Difference is 381.00.",2474.01,2093.01,381.0,,True
ORD000882,RECONCILED,,,784.62,784.62,0.0,Settlement occurred 4 days after payment.,False
ORD000883,RECONCILED,,,11035.78,11035.78,0.0,,False
ORD000884,RECONCILED,,,14103.23,14103.23,0.0,,False
ORD000885,RECONCILED,,,9438.38,9438.38,0.0,,False
ORD000886,RECONCILED,,,1963.02,1963.02,0.0,,False
ORD000887,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000888,RECONCILED,,,2461.52,2461.52,0.0,,False
ORD000889,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 7731.00, but payment amount is 6474.06.",,,,,True
ORD000890,RECONCILED,,,6802.29,6802.29,0.0,Settlement occurred 6 days after payment.,False
ORD000891,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 8544.69, but actual settlement is 8273.69. Difference is 271.00.",8544.69,8273.69,271.0,,True
ORD000892,RECONCILED,,,1969.02,1969.02,0.0,,False
ORD000893,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 7364.02, but actual settlement is 7060.02. Difference is 304.00.",7364.02,7060.02,304.0,,True
ORD000894,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2969.01, but actual settlement is 2748.01. Difference is 221.00.",2969.01,2748.01,221.0,,True
ORD000895,RECONCILED,,,1484.01,1484.01,0.0,,False
ORD000896,RECONCILED,,,7364.02,7364.02,0.0,,False
ORD000897,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 7499.00, but payment amount is 6983.26.",,,,,True
ORD000898,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000899,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000900,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1979.01, but actual settlement is 1446.01. Difference is 533.00.",1979.01,1446.01,533.0,,True
ORD000901,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000902,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000903,RECONCILED,,,524.7,524.7,0.0,,False
ORD000904,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000905,RECONCILED,,,784.62,784.62,0.0,,False
ORD000906,RECONCILED,,,3927.02,3927.02,0.0,Settlement occurred 3 days after payment.,False
ORD000907,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 3259.26, but actual settlement is 2626.26. Difference is 633.00.",3259.26,2626.26,633.0,,True
ORD000908,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000909,RECONCILED,,,984.02,984.02,0.0,,False
ORD000910,RECONCILED,,,11135.74,11135.74,0.0,,False
ORD000911,RECONCILED,,,1472.02,1472.02,0.0,,False
ORD000912,RECONCILED,,,296.01,296.01,0.0,,False
